mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.8,1.6,0.0,0.0,0.0,0.0,1.783,1.874,0.0,SLy,0.0
2.8,1.6,0.3,0.0,0.002,0.002,1.783,1.874,0.0,SLy,0.0
2.8,1.6,0.8,0.0,0.057,0.057,1.783,1.874,0.0,SLy,0.0
2.8,1.7,-0.3,0.0,0.0,0.0,1.842,1.933,0.0,SLy,0.0
2.8,1.7,0.0,0.0,0.0,0.0,1.842,1.933,0.0,SLy,0.0
2.8,1.7,0.3,0.0,0.0,0.0,1.842,1.933,0.0,SLy,0.0
2.8,1.7,0.8,0.0,0.047,0.047,1.842,1.933,0.0,SLy,0.0
2.8,1.8,-0.3,0.0,0.0,0.0,1.9,1.99,0.0,SLy,0.0
2.8,1.8,0.0,0.0,0.0,0.0,1.9,1.99,0.0,SLy,0.0
2.8,1.8,0.3,0.0,0.0,0.0,1.9,1.99,0.0,SLy,0.0
2.8,1.8,0.8,0.0,0.035,0.035,1.9,1.99,0.0,SLy,0.0
2.8,1.9,-0.3,0.0,0.0,0.0,1.956,2.045,0.0,SLy,0.0
2.8,1.9,0.0,0.0,0.0,0.0,1.956,2.045,0.0,SLy,0.0
2.8,1.9,0.3,0.0,0.0,0.0,1.956,2.045,0.0,SLy,0.0
2.8,1.9,0.8,0.0,0.023,0.023,1.956,2.045,0.0,SLy,0.0
2.8,2.0,-0.3,0.0,0.0,0.0,2.01,2.099,0.0,SLy,0.0
2.8,2.0,0.0,0.0,0.0,0.0,2.01,2.099,0.0,SLy,0.0
2.8,2.0,0.3,0.0,0.0,0.0,2.01,2.099,0.0,SLy,0.0
2.8,2.0,0.8,0.0,0.009,0.009,2.01,2.099,0.0,SLy,0.0
2.9,1.2,-0.3,0.0,0.001,0.001,1.545,1.642,0.0,SLy,0.0
2.9,1.2,0.0,0.008,0.008,0.016,1.545,1.642,0.0,SLy,0.0
2.9,1.2,0.3,0.017,0.023,0.039,1.545,1.642,0.0,SLy,0.0
2.9,1.2,0.8,0.034,0.073,0.107,1.545,1.642,0.0,SLy,0.0
2.9,1.3,-0.3,0.0,0.0,0.0,1.616,1.712,0.0,SLy,0.0
2.9,1.3,0.0,0.0,0.005,0.005,1.616,1.712,0.0,SLy,0.0
2.9,1.3,0.3,0.006,0.019,0.024,1.616,1.712,0.0,SLy,0.0
2.9,1.3,0.8,0.022,0.072,0.094,1.616,1.712,0.0,SLy,0.0
2.9,1.4,-0.3,0.0,0.0,0.0,1.684,1.778,0.0,SLy,0.0
2.9,1.4,0.0,0.0,0.0,0.0,1.684,1.778,0.0,SLy,0.0
2.9,1.4,0.3,0.0,0.013,0.013,1.684,1.778,0.0,SLy,0.0
2.9,1.4,0.8,0.012,0.069,0.081,1.684,1.778,0.0,SLy,0.0
2.9,1.5,-0.3,0.0,0.0,0.0,1.75,1.843,0.0,SLy,0.0
2.9,1.5,0.0,0.0,0.0,0.0,1.75,1.843,0.0,SLy,0.0
2.9,1.5,0.3,0.0,0.006,0.006,1.75,1.843,0.0,SLy,0.0
2.9,1.5,0.8,0.002,0.064,0.066,1.75,1.843,0.0,SLy,0.0
2.9,1.6,-0.3,0.0,0.0,0.0,1.813,1.905,0.0,SLy,0.0
2.9,1.6,0.0,0.0,0.0,0.0,1.813,1.905,0.0,SLy,0.0
2.9,1.6,0.3,0.0,0.001,0.001,1.813,1.905,0.0,SLy,0.0
2.9,1.6,0.8,0.0,0.056,0.056,1.813,1.905,0.0,SLy,0.0
2.9,1.7,-0.3,0.0,0.0,0.0,1.874,1.965,0.0,SLy,0.0
